Func_id	Func_name	Cen01	Cen03	Cen04	Cen05	Cen06	Cen07	Cen10	Cen12	Cen14	Cen15	Cen16	Cen17
COG4246	Uncharacterized protein	158	278	249	183	187	169	44	53	72	108	279	381
COG4247	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)	83	135	113	117	122	103	21	23	48	42	134	195
COG4248	Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains	588	696	637	637	571	492	168	178	261	233	506	474
COG4249	"Uncharacterized protein, contains caspase domain"	1500	2339	2221	2210	2167	1747	281	520	508	632	1612	2083
COG4250	Sensory domain  found in diguanylate cyclases and two-component systems (DICT domain)	56	56	36	57	46	36	112	18	35	30	74	50
COG4251	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	6706	9702	8843	9438	7824	8300	2597	2426	3471	3368	7083	8538
COG4252	Extracellular (periplasmic) sensor domain CHASE2 (specificity unknown)	1857	2610	2576	2449	1742	2014	340	479	625	753	1889	2847
COG4253	"Uncharacterized conserved protein, DUF2345 family"	137	103	117	157	91	122	68	34	28	50	109	73
COG4254	"Uncharacterized conserved protein, contains LysM and FecR  domains"	700	945	916	980	692	796	149	244	262	304	871	823
COG4255	Uncharacterized protein	124	147	138	176	127	156	35	34	26	45	109	206
COG4256	Hemin uptake protein HemP	35	44	50	37	46	39	10	21	15	20	55	102
COG4257	Streptogramin lyase	4635	7634	9022	7903	5121	6244	1051	1568	2250	1779	5002	6601
COG4258	Predicted exporter	792	1149	1014	1106	728	832	244	219	204	284	587	960
COG4259	Uncharacterized protein	118	168	180	208	134	150	35	45	61	66	141	227
COG4260	"Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain"	845	1031	1086	1029	736	818	229	262	363	390	790	1123
COG4261	"Predicted acyltransferase, LPLAT superfamily"	406	546	504	530	365	410	117	112	87	139	288	645
COG4262	Predicted spermidine synthase with an N-terminal membrane domain	1175	1685	1699	1589	1205	1362	212	399	539	567	1361	2086
COG4263	Nitrous oxide reductase	1479	1880	1732	1643	1271	1497	751	515	874	779	1979	2356
COG4264	Siderophore synthetase component	261	211	172	169	141	175	72	63	81	93	282	183
COG4266	Allantoicase	529	660	616	586	389	424	111	102	142	180	377	828
COG4267	Uncharacterized membrane protein	133	154	152	169	158	179	53	67	84	72	186	179
COG4268	"5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC"	346	337	440	331	257	300	107	117	179	139	367	583
COG4269	"Uncharacterized membrane protein YjgN, DUF898 family"	195	284	260	229	197	239	28	62	59	77	231	319
COG4270	Uncharacterized membrane protein	359	556	509	629	405	373	159	75	101	125	314	445
COG4271	Predicted nucleotide-binding protein containing TIR -like domain	464	588	660	630	388	405	110	78	134	123	361	577
COG4272	Uncharacterized membrane protein	362	462	489	500	303	386	155	203	254	223	399	210
COG4273	"Uncharacterized protein, contains metal-binding DGC domain"	36	37	40	17	21	30	12	14	13	12	39	31
COG4274	"Uncharacterized protein, contains GYD domain"	896	888	1341	939	556	780	219	264	406	316	879	1221
COG4275	Uncharacterized protein	1025	548	1088	531	364	534	88	128	188	200	576	1493
COG4276	Ligand-binding SRPBCC domain	409	575	515	504	546	478	255	147	222	233	462	503
COG4277	Predicted DNA-binding protein with the Helix-hairpin-helix motif	398	421	433	349	500	359	339	159	202	298	387	421
COG4278	Uncharacterized protein	357	445	338	390	383	361	116	167	190	141	476	387
COG4279	"Uncharacterized conserved protein, contains Zn finger domain"	655	713	711	705	495	560	166	199	296	226	574	589
COG4280	Uncharacterized membrane protein	829	839	1040	876	561	680	395	228	377	265	630	567
COG4281	Acyl-CoA-binding protein	73	88	66	53	73	71	33	27	13	46	71	118
COG4282	Cell wall assembly regulator SMI1	261	238	217	168	240	173	55	79	119	81	240	257
COG4283	Uncharacterized protein	94	40	57	59	44	45	30	40	51	49	94	43
COG4284	UDP-N-acetylglucosamine pyrophosphorylase	618	762	636	651	572	563	189	180	278	268	587	763
COG4285	"Uncharacterized conserved protein , conains N-terminal glutamine amidotransferase (GATase1)-like domain"	126	232	226	200	181	172	53	41	72	66	155	247
COG4286	"Uncharacterized protein, UPF0160 family"	125	169	155	191	150	158	79	35	33	53	144	147
COG4287	PhoPQ-activated pathogenicity-related protein	491	663	662	546	573	554	79	156	216	233	455	823
COG4288	Uncharacterized protein	136	174	193	139	207	218	71	121	142	130	351	92
COG4289	Uncharacterized protein	347	399	406	349	322	301	169	114	139	150	376	564
COG4290	Guanyl-specific ribonuclease Sa	105	92	90	63	67	72	42	31	34	61	100	209
COG4291	Uncharacterized membrane protein	533	945	730	807	630	729	311	207	275	283	635	719
COG4292	Low temperature requirement protein LtrA (function unknown)	707	698	575	513	429	446	225	87	226	228	716	1310
COG4293	Uncharacterized protein	253	347	341	279	254	228	110	82	207	154	343	314
COG4294	UV DNA damage repair endonuclease	138	127	121	132	162	121	205	86	109	125	210	152
COG4295	Uncharacterized protein	251	290	222	235	283	254	54	89	95	99	265	279
COG4296	Uncharacterized protein	50	79	54	43	53	45	14	15	22	22	52	87
COG4297	Uncharacterized protein YjlB	274	418	380	326	343	387	161	114	139	165	382	355
COG4298	Uncharacterized protein	38	66	57	57	56	57	15	14	18	20	52	83
COG4299	Predicted acyltransferase	1324	1884	1959	1834	1297	1576	415	330	542	567	1159	2266
COG4300	"Cadmium resistance protein CadD, predicted permease"	140	143	140	162	121	105	35	24	22	27	68	110
COG4301	"Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain"	1865	2958	2869	2889	2032	2233	850	645	882	914	1961	2462
COG4302	"Ethanolamine ammonia-lyase, small subunit"	617	930	903	939	692	705	134	149	185	187	504	543
COG4303	"Ethanolamine ammonia-lyase, large subunit"	900	1430	1350	1393	1042	976	240	231	330	351	721	959
COG4304	Uncharacterized protein	19	40	34	34	22	23	11	9	14	10	17	24
COG4305	"Peptidoglycan-binding domain, expansin"	127	137	119	128	95	90	27	48	39	45	127	113
COG4306	Uncharacterized protein	109	144	159	154	102	130	41	36	60	52	148	98
COG4307	Uncharacterized protein	773	1484	1086	1336	1131	965	286	229	340	323	840	1285
COG4308	"Limonene-1,2-epoxide hydrolase"	251	348	388	355	213	244	73	61	105	109	309	327
COG4309	"Uncharacterized conserved protein, DUF2249 family"	125	100	150	114	71	194	239	121	160	122	230	77
COG4310	"Uncharacterized protein, cotains an aminopeptidase-like domain"	596	983	921	931	598	699	121	139	227	224	567	1083
COG4311	Sarcosine oxidase delta subunit	295	479	396	466	361	419	76	104	98	115	313	365
COG4312	"Predicted dithiol-disulfide oxidoreductase, DUF899 family"	3141	3818	4182	3620	2393	2745	580	500	712	734	1990	3070
COG4313	Uncharacterized conserved protein	355	862	823	746	483	515	60	120	107	132	380	922
COG4314	Nitrous oxide reductase accessory protein NosL	114	122	143	121	112	120	39	51	51	61	155	153
COG4315	Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)	1491	2023	2061	1565	1223	1573	463	445	725	484	1611	1347
COG4316	Uncharacterized protein	71	71	82	92	68	76	28	11	24	35	52	65
COG4317	"Xanthosine utilization system component, XapX domain"	88	98	86	114	45	49	9	9	6	3	28	55
COG4318	Uncharacterized protein	330	640	499	592	406	483	83	111	74	127	241	256
COG4319	Ketosteroid isomerase homolog	2508	3211	3264	3157	2098	2366	620	652	939	867	2715	3524
COG4320	"Uncharacterized conserved protein, DUF2252 family"	1238	2101	1939	1743	1471	1379	358	300	330	405	892	1547
COG4321	"Predicted DNA-binding protein, contains Ribbon-helix-helix (RHH) domain"	194	355	342	338	252	283	110	119	84	118	249	260
COG4322	Uncharacterized protein	104	156	171	138	97	109	68	43	49	43	105	156
COG4323	Uncharacterized protein	285	353	370	306	259	305	99	114	144	148	296	335
COG4324	Predicted aminopeptidase	403	634	618	540	410	459	83	117	158	204	433	733
COG4325	Uncharacterized membrane protein	630	1086	991	957	687	731	279	179	224	239	654	1142
COG4326	Sporulation-control protein spo0M	91	93	103	108	60	87	24	16	35	33	90	114
COG4327	Uncharacterized membrane protein	17	32	36	33	26	21	18	5	8	12	49	46
COG4328	Predicted nuclease (RNAse H fold)	125	166	181	171	117	123	70	44	66	45	142	187
COG4329	Uncharacterized membrane protein	33	37	37	35	23	31	36	15	20	36	70	48
COG4330	Uncharacterized membrane protein	136	180	134	142	141	125	39	35	64	77	203	395
COG4331	Uncharacterized membrane protein	227	220	321	280	144	257	49	57	75	58	199	155
COG4332	Uncharacterized protein	60	65	76	88	42	58	22	15	20	15	50	80
COG4333	Uncharacterized protein	271	203	283	266	178	258	72	55	86	74	198	220
COG4334	Uncharacterized protein	250	300	333	292	206	194	99	87	129	101	225	211
COG4335	3-methyladenine DNA glycosylase AlkC	48	50	58	58	32	43	14	10	15	17	41	87
COG4336	"Uncharacterized protein YcsI, UPF0317 family"	351	393	456	383	353	373	144	110	173	198	424	393
COG4337	Uncharacterized protein	49	58	78	55	35	57	8	8	18	16	39	77
COG4338	Uncharacterized protein	11	7	7	4	17	5	28	5	0	5	1	3
COG4339	"Predicted metal-dependent phosphohydrolase, HD superfamily"	221	303	258	199	227	223	54	68	74	98	256	504
COG4340	Uncharacterized protein	193	287	273	280	188	231	80	81	78	101	206	278
COG4341	Predicted HD phosphohydrolase	683	1046	845	1006	787	726	250	207	216	237	587	657
COG4342	Intergrase/Recombinase	86	113	140	114	84	99	16	28	27	28	76	106
COG4343	"CRISPR/Cas system-associated exonuclease Cas4, RecB family"	58	85	91	82	54	55	31	36	64	60	117	73
COG4344	"Predicted transciptional regulator, contains HTH domain"	22	28	26	19	23	16	6	5	11	10	16	25
COG4345	Uncharacterized protein	23	39	34	28	28	30	12	7	22	14	31	36
COG4346	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase	443	532	573	551	366	422	188	145	262	209	630	654
COG4347	Uncharacterized membrane protein YpjA	14	21	22	15	19	23	13	3	10	8	28	15
COG4352	Ribosomal protein L13E	50	76	79	101	59	54	10	17	15	15	25	35
COG4353	Uncharacterized protein	44	47	60	49	41	42	19	20	15	19	37	53
COG4354	"Uncharacterized protein, contains GBA2_N and DUF608 domains"	1244	1759	1585	1710	1198	1327	384	335	466	444	856	1112
COG4357	"Uncharacterized protein, contains Zn-finger domain of CHY type"	47	73	56	90	53	48	19	13	12	14	42	43
COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)	224	370	341	269	257	281	83	88	108	121	349	474
COG4360	"ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)"	82	83	79	61	71	50	18	20	22	25	72	97
COG4362	"Nitric oxide synthase, oxygenase domain"	247	203	243	188	132	121	71	61	70	48	150	160
COG4365	"Uncharacterized protein YllA, UPF0747 family"	747	1349	1420	1476	822	1042	328	230	366	367	735	1461
COG4367	Uncharacterized protein	28	39	30	39	21	20	13	12	7	5	20	18
COG4370	Uncharacterized protein	112	155	242	181	111	168	65	46	56	45	119	100
COG4371	Uncharacterized membrane protein	521	755	621	792	746	709	288	404	433	328	800	421
COG4372	"Uncharacterized conserved protein, contains DUF3084 domain"	416	532	465	434	491	460	259	287	319	263	859	363
COG4373	Mu-like prophage FluMu protein gp28	498	546	562	538	373	415	112	121	161	178	372	665
COG4374	"PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)"	265	323	381	452	218	239	97	84	122	108	248	116
COG4377	Uncharacterized membrane protein YhfC	79	53	80	76	52	49	30	30	49	38	88	57
COG4378	Uncharacterized protein	12	10	12	9	13	16	1	6	3	2	9	17
COG4379	Mu-like prophage tail protein gpP	213	206	246	170	186	263	118	63	71	94	203	203
COG4380	Uncharacterized protein	87	134	144	118	81	84	30	27	28	49	115	130
COG4381	Mu-like prophage protein gp46	40	51	36	50	53	64	27	17	21	30	66	55
COG4382	Mu-like prophage protein gp16	22	22	28	25	22	24	12	12	10	14	26	27
COG4383	Mu-like prophage protein gp29	292	318	301	365	236	304	95	79	128	134	293	275
COG4384	Mu-like prophage protein gp45	67	80	87	55	57	84	41	26	30	38	69	102
COG4385	Bacteriophage P2-related tail formation protein	151	144	132	118	102	135	69	53	71	63	138	191
COG4386	Mu-like prophage tail sheath protein gpL	435	516	595	564	493	554	179	225	217	258	498	521
COG4387	Mu-like prophage protein gp36	69	60	78	86	63	73	24	25	30	35	75	43
COG4388	Mu-like prophage I protein	137	118	147	161	95	129	50	59	55	75	125	104
COG4389	Site-specific recombinase	435	668	595	692	412	483	127	101	137	161	363	619
COG4390	Uncharacterized protein	18	20	20	21	25	9	9	6	1	8	17	18
COG4391	"Uncharacterized conserved protein, contains Zn-finger domain"	149	240	245	250	189	205	78	88	59	87	174	168
COG4392	Branched-chain amino acid transport protein	92	52	65	54	61	63	41	22	33	38	108	140
COG4393	Uncharacterized membrane protein	286	432	487	482	264	343	88	113	123	137	281	292
COG4394	Uncharacterized protein	139	206	181	130	132	191	67	22	49	51	128	292
COG4395	"Predicted lipid-binding transport protein, Tim44 family"	707	947	903	910	739	853	349	289	343	317	824	768
COG4396	Mu-like prophage host-nuclease inhibitor protein Gam	52	55	59	69	45	42	19	20	16	32	76	37
COG4397	Mu-like prophage major head subunit gpT	240	215	244	226	187	240	82	92	119	127	212	196
COG4398	Small ligand-binding sensory domain FIST	751	942	917	803	613	703	217	247	390	378	913	1314
COG4399	"Uncharacterized membrane protein YheB, UPF0754 family"	158	174	189	168	147	145	90	59	94	95	199	259
COG4401	Chorismate mutase	357	347	442	321	250	309	214	131	213	157	336	323
COG4402	Uncharacterized protein	734	948	923	779	666	641	75	260	209	267	622	1172
COG4403	Lantibiotic modifying enzyme	1176	1086	1295	1071	778	931	321	386	553	442	1128	1379
COG4405	Uncharacterized protein YhfF	116	146	176	125	108	120	38	19	42	29	114	229
COG4408	Uncharacterized protein	90	103	129	116	80	103	29	32	36	33	98	131
COG4409	Neuraminidase (sialidase)	401	481	578	415	286	460	85	127	243	199	583	668
COG4412	"Bacillopeptidase F, M6 metalloprotease family"	286	259	318	260	183	220	102	89	144	134	363	724
COG4413	Urea transporter	62	99	98	80	102	76	34	41	33	43	84	89
COG4416	Mu-like prophage FluMu protein Com	17	18	17	7	20	15	5	10	15	8	31	24
COG4420	Uncharacterized membrane protein	1463	1614	1515	1323	1098	1227	517	332	589	490	1288	1706
COG4421	Capsular polysaccharide biosynthesis protein	213	406	337	464	328	300	162	76	65	90	232	252
COG4422	Bacteriophage protein gp37	1962	1731	2165	2012	1256	1765	445	425	664	679	1507	1513
COG4423	Uncharacterized protein	248	343	373	464	201	284	82	86	108	92	199	166
COG4424	LPS sulfotransferase NodH	408	601	506	558	403	403	217	89	254	146	422	351
COG4425	Uncharacterized membrane protein	307	353	371	286	291	275	119	59	139	147	334	629
COG4427	Uncharacterized protein	494	779	777	669	457	537	287	143	314	253	574	730
COG4430	"Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family"	1766	2302	2144	2159	1723	1841	631	479	856	679	1855	2229
COG4443	Uncharacterized protein	3	5	4	8	6	3	4	1	0	3	6	7
COG4445	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)	311	486	413	458	342	382	40	112	106	123	300	540
COG4446	"Uncharacterized conserved protein, DUF1499 family"	169	223	200	212	147	175	46	83	64	94	221	239
COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	4774	5977	7082	6213	4273	5503	1674	1881	2885	2288	6237	7001
COG4448	L-asparaginase II	559	826	865	670	526	660	296	181	353	314	786	1438
COG4449	"Predicted protease, Abi (CAAX) family"	433	616	588	571	461	469	161	162	248	213	538	538
COG4451	Ribulose bisphosphate carboxylase small subunit	145	148	134	169	107	110	63	55	60	63	131	96
COG4452	Inner membrane protein involved in colicin E2 resistance	486	788	721	646	497	531	136	101	150	198	471	1082
COG4453	"Uncharacterized conserved protein, DUF1778 family"	479	656	744	888	405	595	169	189	231	192	439	291
COG4454	"Uncharacterized copper-binding protein, cupredoxin-like subfamily"	639	552	708	421	357	484	194	222	394	309	998	1117
COG4455	Protein of avirulence locus involved in temperature-dependent protein secretion	473	776	808	744	518	632	180	150	216	198	474	759
COG4456	Virulence-associated protein VagC (function unknown)	299	436	484	546	261	333	83	100	105	89	207	185
COG4457	Uncharacterized protein	284	417	390	371	306	341	100	94	119	140	325	462
COG4458	Uncharacterized protein	169	254	241	229	182	183	67	54	64	70	181	265
COG4459	"Periplasmic nitrate reductase system, NapE component"	8	21	25	6	17	19	2	5	5	6	22	45
COG4460	Uncharacterized protein	35	32	39	34	36	27	17	6	8	11	24	48
COG4461	Uncharacterized protein YPO0702	226	332	340	357	264	256	59	67	57	84	204	204
COG4463	Transcriptional regulator CtsR	24	19	23	26	13	20	30	10	7	9	22	26
COG4464	Tyrosine-protein phosphatase YwqE	911	1379	1320	1413	936	1016	340	283	556	404	963	1227
COG4465	GTP-sensing pleiotropic transcriptional regulator CodY	114	113	130	117	88	131	78	28	51	55	120	146
COG4466	Uncharacterized protein Veg	6	0	2	5	5	0	20	2	5	2	13	8
COG4467	Regulator of replication initiation timing	55	69	81	74	42	50	24	28	19	24	77	71
COG4468	Galactose-1-phosphate uridylyltransferase	87	136	136	133	106	104	38	32	46	38	108	125
COG4469	"Competence protein CoiA-like family, contains a predicted nuclease domain"	239	178	197	247	177	150	66	72	90	86	178	153
COG4470	Uncharacterized protein YutD	7	13	10	9	3	6	4	4	5	3	11	12
COG4471	"Uncharacterized protein YlbG, UPF0298 family"	3	6	4	3	2	2	8	0	4	2	5	3
COG4472	"Uncharacterized protein, UPF0297 family"	22	26	17	20	17	16	36	5	14	12	27	17
COG4473	"Predicted ABC-type exoprotein transport system, permease component"	37	45	47	41	38	27	14	13	13	14	47	35
COG4474	Uncharacterized SPBc2 prophage-derived protein YoqJ	44	43	54	38	36	39	10	10	18	22	44	44
COG4475	"Uncharacterized protein YwlG, UPF0340 family"	38	35	34	35	18	28	26	8	8	9	23	29
COG4476	"Uncharacterized protein YktA, UPF0223 family"	3	4	5	4	2	4	6	2	1	2	7	5
COG4477	Septation ring formation regulator EzrA	102	142	126	145	117	107	61	49	66	56	172	122
COG4478	Uncharacterized membrane protein	55	49	45	32	29	36	20	19	41	26	84	81
COG4479	"Uncharacterized protein YozE, UPF0346 family"	3	9	2	4	3	4	5	2	2	3	8	5
COG4481	Uncharacterized protein	96	51	69	50	50	66	54	55	67	50	89	56
COG4483	Uncharacterized protein YqgQ	5	2	1	1	3	2	3	4	2	1	3	1
COG4485	Uncharacterized membrane protein YfhO	1265	1531	1482	1417	1053	1355	405	475	592	561	1693	1642
COG4487	Uncharacterized protein	256	376	434	369	244	333	61	69	77	103	253	412
COG4492	ACT domain-containing protein	55	75	87	66	63	52	22	23	45	27	85	90
COG4493	"Uncharacterized protein YktB, UPF0637 family"	55	85	73	78	49	65	41	19	26	29	63	69
COG4495	Uncharacterized protein	6	4	9	1	6	8	3	2	0	1	5	9
COG4496	Uncharacterized protein YerC	133	189	198	178	116	187	38	38	71	80	190	175
COG4499	Uncharacterized membrane protein YukC	256	270	254	311	224	231	74	107	85	102	284	262
COG4502	5'(3')-deoxyribonucleotidase	151	184	153	208	124	193	100	37	64	73	151	190
COG4506	"Uncharacterized beta-barrel protein YwiB, DUF1934 family"	7	13	10	3	12	7	11	4	5	1	11	14
COG4508	"Dimeric dUTPase, all-alpha-NTP-PPase (MazG) superfamily"	29	33	33	30	23	22	20	11	12	20	49	33
COG4509	Uncharacterized protein	32	32	39	28	34	29	3	15	9	28	23	29
COG4512	Accessory gene regulator protein AgrB	18	26	23	14	21	13	13	2	6	11	17	10
COG4517	Uncharacterized protein	44	101	64	80	56	67	13	20	20	24	45	70
COG4518	Mu-like prophage FluMu protein gp41	8	15	9	9	5	4	6	1	2	3	7	15
COG4519	Uncharacterized protein	17	17	13	23	14	14	1	4	2	4	7	15
COG4520	Surface antigen	147	248	205	220	206	260	52	119	60	103	223	172
COG4521	"ABC-type taurine transport system, periplasmic component"	341	584	489	441	372	473	202	112	179	193	467	530
COG4525	"ABC-type taurine transport system, ATPase component"	102	115	118	99	87	90	33	20	36	28	76	118
COG4529	Uncharacterized NAD(P)/FAD-binding protein YdhS	809	1421	829	1289	1135	770	465	239	299	313	702	895
COG4530	Uncharacterized protein	117	169	171	184	150	149	52	62	55	69	180	93
COG4531	"ABC-type Zn2+ transport system, periplasmic component/surface adhesin"	582	741	699	657	580	609	199	246	252	279	757	772
COG4533	"DNA-binding transcriptional regulator SgrR  of sgrS sRNA, contains a MarR-type HTH domain and a periplasmic-type solute-binding domain"	596	895	847	702	508	641	196	177	327	258	630	903
COG4535	"Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains"	314	480	471	477	358	447	108	101	96	168	280	441
COG4536	"Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains"	1011	1554	1467	1567	1179	1367	313	361	431	483	953	1392
COG4537	Competence protein ComGC	515	923	800	695	590	584	170	182	311	212	702	897
COG4538	Uncharacterized protein	203	205	225	211	155	163	64	43	69	65	173	278
COG4539	Uncharacterized membrane protein YGL010W	300	366	418	357	286	288	60	95	101	124	282	350
COG4540	Phage P2 baseplate assembly protein gpV	61	75	66	101	61	65	21	27	27	36	49	51
COG4541	Uncharacterized membrane protein	27	21	27	21	30	21	20	18	15	19	27	25
COG4542	"Protein involved in propanediol utilization, and related proteins (includes coumermycin biosynthetic..."	148	134	135	135	89	88	30	37	38	31	86	104
COG4544	Uncharacterized conserved protein	359	583	515	524	415	485	212	152	145	190	407	494
COG4545	Glutaredoxin-related protein	21	13	23	32	14	18	6	3	8	7	16	16
COG4547	"Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphorib..."	700	953	872	991	849	861	373	277	340	365	844	719
COG4548	Nitric oxide reductase activation protein	314	410	411	429	316	351	133	118	188	202	564	783
COG4549	Uncharacterized protein YcnI	169	286	249	216	187	210	95	52	108	93	407	385
COG4550	"Cell fate regulator YmcA, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)"	3	4	3	7	3	3	8	0	5	1	5	6
COG4551	Predicted protein tyrosine phosphatase	102	121	96	100	84	86	15	14	16	32	74	142
COG4552	Predicted acetyltransferase	1076	1174	1121	938	785	898	525	312	540	444	1180	1495
COG4553	Poly-beta-hydroxyalkanoate depolymerase	746	1269	1148	1147	1013	961	333	227	276	365	719	917
COG4555	"ABC-type Na+ transport system, ATPase component NatA"	550	754	832	806	531	575	116	145	201	224	467	652
COG4558	"ABC-type hemin transport system, periplasmic component"	673	962	985	903	644	754	210	227	316	318	658	1062
COG4559	"ABC-type hemin transport system, ATPase component"	173	248	262	217	159	228	86	56	92	95	197	287
COG4564	Signal transduction histidine kinase	2320	3314	3747	3214	2142	2577	547	556	825	902	1938	3878
COG4565	Response regulator of citrate/malate metabolism	1138	1261	1334	1263	964	1252	292	282	461	453	1037	1362
COG4566	"Two-component response regulator, FixJ family, consists of REC and HTH domains"	4058	6739	6450	7208	4110	4654	741	870	996	1259	3120	6250
COG4567	"Two-component response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains"	635	929	804	743	674	713	162	197	271	273	668	788
COG4568	Transcriptional antiterminator Rof (Rho-off)	8	11	7	10	14	10	1	1	3	3	10	17
COG4569	Acetaldehyde dehydrogenase (acetylating)	355	435	418	416	313	362	187	101	144	112	323	372
COG4570	Holliday junction resolvase RusA (prophage-encoded endonuclease)	210	165	244	202	96	221	71	75	78	86	218	277
COG4571	Outer membrane protease	42	76	59	69	50	60	11	16	19	15	65	77
COG4572	Cation transport regulator ChaB	43	83	105	106	87	85	36	54	41	59	113	46
COG4573	"Tagatose-1,6-bisphosphate aldolase non-catalytic subunit AgaZ/GatZ"	362	526	444	569	295	362	145	75	111	114	243	367
COG4574	Serine protease inhibitor ecotin	29	55	31	47	31	24	7	11	7	15	42	56
COG4575	"Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family"	513	748	646	612	515	515	121	159	188	195	615	926
COG4576	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	525	766	808	664	541	626	81	187	233	226	603	1065
COG4577	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN	434	709	692	624	500	548	90	150	219	215	578	957
COG4578	DNA-binding transcriptional regulator of glucitol operon	54	60	49	57	33	53	50	18	32	16	77	59
COG4579	Isocitrate dehydrogenase kinase/phosphatase	539	772	792	712	527	566	95	157	163	192	488	924
COG4580	Maltoporin (phage lambda and maltose receptor)	118	249	214	189	114	125	18	23	29	33	81	270
COG4581	Superfamily II RNA helicase	1726	1896	1926	1652	1353	1541	804	579	801	767	1567	2011
COG4582	"Cell division protein ZapD, interacts with FtsZ"	212	306	321	353	243	267	50	55	65	83	181	313
COG4583	Sarcosine oxidase gamma subunit	292	458	369	455	318	332	89	109	87	113	278	321
COG4584	Transposase	2378	2092	2759	2926	1464	2054	819	661	901	749	1594	1453
COG4585	Signal transduction histidine kinase	16055	19320	18966	18149	11943	13681	5220	3493	6309	5722	14554	21371
COG4586	"ABC-type uncharacterized transport system, ATPase component"	1207	1113	1344	959	867	990	335	409	561	543	1071	1186
COG4587	"ABC-type uncharacterized transport system, permease component"	837	879	942	702	651	690	221	275	444	371	854	1002
COG4588	"Accessory colonization factor AcfC, contains ABC-type periplasmic domain"	96	130	117	136	89	133	46	34	40	33	66	104
COG4589	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase	686	1078	1104	1002	717	845	197	192	309	336	713	1296
COG4590	"ABC-type uncharacterized transport system, permease component"	347	503	479	458	334	347	76	89	148	147	405	713
COG4591	"ABC-type transport system, involved in lipoprotein release, permease component"	19286	29100	31807	31845	18447	23814	5101	4512	8110	7873	18912	31569
COG4592	"ABC-type Fe2+-enterobactin transport system, periplasmic component"	89	123	109	114	65	83	20	27	33	42	93	120
COG4594	"ABC-type Fe3+-citrate transport system, periplasmic component"	96	156	136	123	101	109	36	35	45	41	109	172
COG4597	"ABC-type amino acid transport system, permease component"	410	627	658	551	555	578	162	164	159	224	490	607
COG4598	"ABC-type histidine transport system, ATPase component"	183	219	185	201	156	187	60	44	49	40	117	210
COG4603	"ABC-type uncharacterized transport system, permease component"	1950	2496	2293	2227	1820	1895	626	626	775	859	1888	2550
COG4604	"ABC-type enterochelin transport system, ATPase component"	207	264	273	242	197	217	93	51	101	88	202	251
COG4605	"ABC-type enterochelin transport system, permease component"	39	43	47	31	33	43	11	10	14	13	47	50
COG4606	"ABC-type enterochelin transport system, permease component"	52	64	45	59	50	51	20	19	15	24	49	76
COG4607	"ABC-type enterochelin transport system, periplasmic component"	127	158	133	151	92	124	41	34	58	45	130	186
COG4608	"ABC-type oligopeptide transport system, ATPase component"	3589	4387	4519	3893	3121	3432	1684	1096	1484	1484	3259	3965
COG4615	"ABC-type siderophore export system, fused ATPase and permease components"	517	754	800	784	525	634	138	133	204	199	604	848
COG4618	"ABC-type protease/lipase transport system, ATPase and permease components"	821	1249	1312	1061	977	1119	323	267	380	381	1031	1526
COG4619	"ABC-type iron transport system FetAB, ATPase component"	88	107	116	131	83	89	42	35	37	38	90	95
COG4623	Membrane-bound lytic murein transglycosylase MltF	891	1456	1460	1313	943	1114	323	324	407	443	926	1990
COG4624	"Iron only hydrogenase large subunit, C-terminal domain"	107	118	105	112	92	116	29	26	36	42	104	106
COG4625	"Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain"	629	1170	964	971	976	1059	177	216	229	235	1068	912
COG4626	"Phage terminase-like protein, large subunit, contains N-terminal HTH domain"	1349	1557	1760	1405	938	1259	388	196	414	388	1150	2759
COG4627	Predicted SAM-depedendent methyltransferase	891	1239	1160	1223	743	917	269	258	351	356	998	1187
